            X               Y   Area
     -2.69830         12.9095    R3
     -12.0234        -1.59640    R3
      13.1406        -10.3785    R3
     -8.28820        -9.65850    R2
      13.8768         9.45020    R3
     -3.20520         4.15170    R2
      13.3367        0.216100    R3
     -5.97980         3.72760    R2
      7.82100        -12.1004    R3
      13.7754         9.07170    R3
      11.1657         10.8825    R3
      6.41090        0.936600    R2
     -4.32860         3.33400    R2
     -7.32880        -4.39840    R2
     -13.5803        -12.1674    R3
      1.23270         3.11880    R2
     -8.95570        0.126500    R2
      13.6925         10.9708    R3
    -0.730900       -0.189400    R1
    -0.485200        -9.91230    R2
      13.1186        -13.1175    R3
      4.08040        -11.7482    R3
     -11.2507        -2.77840    R3
      7.65790        -4.79010    R2
      13.4075        -7.67010    R3
     -7.11280         8.46860    R2
     -10.1881        5.990000E-02R3
     -6.44160         12.5151    R3
      10.4320        -8.02330    R3
      10.0519        -5.56470    R3
     -5.63230         11.9067    R3
      11.0461         2.62300    R3
     0.284000         9.42560    R2
     -12.6787        0.286400    R3
      9.42640         2.28200    R2
     0.441100        0.771900    R1
      3.83340         3.12080    R2
     0.701500         3.24050    R2
      7.02210        -6.79960    R2
     -7.53780        -7.50600    R2
     -1.26030         1.24320    R1
     -10.2976         5.99780    R3
     -13.0782         13.7169    R3
      8.85200         10.2238    R3
      1.47180        -1.68320    R1
      5.36200        -12.1196    R3
     -2.17440        -10.8213    R3
      9.13980         1.59040    R2
      10.6614         5.14760    R3
     -8.25290         12.6556    R3
     -5.21550        0.398500    R2
     -6.11860        -4.80670    R2
     -1.02280         4.96590    R2
      1.98700        -7.70720    R2
      13.0787        -8.80870    R3
     -4.81080       -0.565200    R2
     -9.40620         1.82960    R2
      4.69430        -6.49730    R2
      2.61650        0.399200    R2
      6.55930         6.34370    R2
      10.0877        0.843500    R3
     -3.59470         3.11320    R2
     -10.1441         4.06190    R3
     -9.44650        0.743400    R2
      8.10890         1.29690    R2
     -1.69020        -6.20000    R2
     -11.5905         13.7847    R3
      5.48580         2.80130    R2
     -8.33370         9.69340    R2
      13.4125         12.9879    R3
     -9.23600         6.53660    R2
     -7.73450        -11.6631    R3
      6.58850        -11.8979    R3
      11.4998         6.59920    R3
     -10.1227        -8.34160    R3
     -7.74040        -1.02560    R2
     -2.84140        -3.71120    R2
      1.53690         12.1786    R3
      10.5000        0.968600    R3
      9.24750        -8.47130    R2
     -6.42510        -5.33450    R2
     -4.56840        -13.6151    R3
     -7.56800         1.60150    R2
      2.05790        -8.73100    R2
     -4.49970        -12.2570    R3
      3.00450        -6.03460    R2
      13.4653        -13.3865    R3
      2.44800         9.55030    R2
      5.89130         9.89700    R2
      3.98200        -1.51330    R2
     -2.25210        -10.7566    R3
     -13.9625        -13.0026    R3
      13.1430         12.6148    R3
      3.12440        0.581700    R2
     -2.65470         2.43610    R2
     -13.3057         9.16510    R3
      11.6855         11.4385    R3
      8.47280        -4.73050    R2
     -8.35400         11.8092    R3
      4.57470         9.44680    R2
     0.689300        -1.95170    R1
     0.548500         6.54640    R2
      7.69810        -9.01810    R2
     -2.24120         4.06680    R2
     -10.2732        -7.12870    R3
     -1.01550         2.69210    R2
     -5.60040        -12.2234    R3
      6.88940         11.3302    R3
      12.6620         13.1456    R3
      5.15970         9.32440    R2
      7.89270         9.87150    R2
      1.87100        -1.89600    R2
      6.64770        -7.77420    R2
      5.26710        -9.90560    R2
     -6.86850         5.58190    R2
     -10.4915        -11.5822    R3
      1.30420        -11.6276    R3
      8.26520         10.0292    R3
     -5.55820       -0.706000    R2
     -12.2285       -3.480000E-02R3
     -11.7814         13.1762    R3
     -1.84780         10.5791    R3
     -10.2352        -3.66750    R3
      2.06480        0.500700    R1
     -6.68360         2.02670    R2
     -5.73600         6.15280    R2
      13.9112        -11.2050    R3
     -6.34120        -7.51140    R2
      6.47150         7.51630    R2
     -8.50300        -7.65170    R2
      10.8467        -8.88680    R3
      4.20850         6.99310    R2
     -12.6717        -9.87410    R3
     -12.4634        -11.6423    R3
      6.94990        -7.16630    R2
     0.714000         5.89890    R2
     -13.7707        -8.69310    R3
      7.39380        -5.20930    R2
      8.58560        -7.26220    R2
      11.7492       -0.892000    R3
     -11.9981        -11.5235    R3
     -12.5424        -2.25020    R3
      6.59340         12.3698    R3
     -13.2734        -8.26920    R3
      10.7910        0.424400    R3
     -2.36170        -4.16590    R2
      1.02110         7.73760    R2
     -6.07930        -8.55320    R2
      4.85330        -12.7817    R3
      4.37890         9.66650    R2
     -6.43320         8.48440    R2
     -12.7595         1.58650    R3
     -6.57870        -4.51820    R2
      12.5346         6.07150    R3
      8.08990       -0.124700    R2
      3.81800         8.46620    R2
      6.58200         1.44050    R2
     -8.09440        0.881400    R2
     -10.3414        -11.8288    R3
     0.950700         3.43460    R2
     -13.6114         10.7030    R3
      4.89190         13.0428    R3
      1.96260        -6.43770    R2
      9.97820        -10.7172    R3
    -0.830600        -10.3213    R3
      5.72740        -2.07210    R2
      4.66460         3.83320    R2
      13.0768        -13.3025    R3
     -12.5259        -7.72220    R3
     -13.2650         5.13290    R3
     -1.39430         4.49970    R2
    -0.260400       -0.129700    R1
     -11.1418         4.55920    R3
      9.19330        -1.06060    R2
     -6.48310         11.8431    R3
     -8.79620         4.28640    R2
      9.93140        -1.98480    R2
      5.22150       -0.553700    R2
     -3.97000       -0.284000    R2
      13.5291         6.77250    R3
      3.82870         11.6490    R3
      1.03400        -12.8616    R3
      11.9870       -0.162200    R3
      2.78970        -12.8649    R3
      1.91570        -13.1052    R3
     -2.10480        -9.32650    R2
     -11.4245         5.07280    R3
      9.91040        0.349800    R2
     -9.89040         1.45490    R2
      6.99430        -9.54170    R2
      10.3326         6.37480    R3
      11.7608         11.7963    R3
      6.84610        -13.3307    R3
     -1.97240        -9.61840    R2
     -5.26340        -4.92130    R2
     -1.44220         3.32460    R2
      9.49550         4.13940    R2
     -12.8498        -13.9239    R3
     -8.73990         8.91220    R2
     -12.1178        -13.0984    R3
      1.81210         2.28010    R2
      9.58480         10.7539    R3
     0.551000         10.5741    R3
    -0.230700        -6.04070    R2
     -12.7348         1.17890    R3
      5.08240         3.87800    R2
      3.72770         9.25240    R2
     -7.00340         4.97550    R2
     -3.04890        0.818500    R2
     0.969500        -4.94140    R2
      2.45790        -11.0899    R3
      11.0588        -7.10730    R3
     -5.32220        -2.19910    R2
      11.1758         2.32750    R3
      13.5123        -10.2962    R3
     -13.7762        -12.0698    R3
     -1.56110        -7.15590    R2
     -7.22850        -12.0242    R3
     0.855400         4.04930    R2
      5.50350         7.12270    R2
     -3.18620         1.70100    R2
      6.89860        -3.60780    R2
      5.94820        -13.9791    R3
      13.8830        -13.5045    R3
     -2.11300         3.16090    R2
     -7.31550        -10.4578    R3
     -8.01660         8.64790    R2
      10.1090        0.830300    R3
      1.78660        -10.7239    R3
     -1.19980        -3.50710    R2
     0.537900        -3.46110    R2
      12.3559        -13.5508    R3
     -11.6886         8.11450    R3
     -2.32710        -9.07290    R2
     -2.80910         2.86900    R2
      11.3963        -4.54290    R3
     -2.45360        -6.97300    R2
      13.2702         2.70940    R3
      7.98270        -11.9203    R3
      9.19150        -7.20300    R2
      12.4665         7.99690    R3
      8.75080         5.91390    R2
     -5.57490        -4.55770    R2
     -12.1752         7.79580    R3
      4.54350       -0.469200    R2
     -12.4952        -7.54510    R3
     -13.2263       -0.747500    R3
     -9.64110        -5.16530    R2
     -8.30470         7.87860    R2
      7.31720        -5.26450    R2
      2.39560         12.5746    R3
     -13.2064         12.6349    R3
     -12.4211        -2.56420    R3
    -0.458700         10.5028    R3
      3.29490        0.256300    R2
     -8.39510        -4.09880    R2
      2.83080         5.44660    R2
      10.7046        -9.91560    R3
      7.17220         7.46150    R2
     -9.31550        -7.93120    R2
      7.06750        -5.54940    R2
      10.2751        -1.79220    R3
      6.06370         1.14870    R2
    -0.535800        -2.16320    R1
      11.9933         7.86370    R3
      8.77280        -2.20630    R2
      13.1403         7.33990    R3
     -2.81870        -2.03130    R2
      2.84580        -12.8439    R3
     -1.17300         7.52130    R2
     -8.36080         13.2644    R3
      4.96550        -7.40830    R2
      5.65960         12.4778    R3
     -6.69670        -3.00880    R2
     -11.1021         8.53630    R3
     -2.82910         10.7749    R3
     -2.61660         2.71810    R2
     -8.35530        -1.94390    R2
      2.22310        -11.8528    R3
     -4.63290        -11.0564    R3
     -13.1216         12.1219    R3
     -12.0123        -2.71780    R3
      3.90260         6.11980    R2
     -12.5199         10.5047    R3
     -9.21980        -12.1420    R3
     -2.21400         6.13170    R2
      13.8037         8.77740    R3
      10.9802        -2.76080    R3
     -3.39880        -9.52190    R2
      13.6239        -4.60380    R3
      11.6823         11.7307    R3
     -2.07930         2.03450    R2
      13.6711        -8.49170    R3
      12.3265        -9.50880    R3
      3.49740         7.21180    R2
     -13.5870         8.67360    R3
     -3.83150        -10.3898    R3
     -3.45040        -4.69950    R2
      13.4098        0.711200    R3
     -7.38010         2.55910    R2
     0.101300        0.419600    R1
     -11.2500        -6.35510    R3
     -11.3230         13.9311    R3
     -3.89330         7.39820    R2
    -0.872700        -7.69280    R2
     -10.7419        -11.9909    R3
     -12.0832         3.00580    R3
     -10.1372         4.35540    R3
      5.96810        -2.00420    R2
     -6.56020         12.4578    R3
      9.03240        -2.97060    R2
     -4.67320         9.14670    R2
     -2.22960        -13.7276    R3
     -10.3101        -7.16750    R3
     -13.7224        -8.67280    R3
      7.72540         4.69460    R2
      10.1704        -10.1524    R3
     -11.0391        -9.18590    R3
     0.242100        -12.6381    R3
     -13.1143        -13.2958    R3
      11.6677         4.73430    R3
      12.3239         2.95100    R3
      7.69030         2.99580    R2
    -0.326300        -6.52280    R2
      8.46180        -9.44860    R2
     -12.0452        -7.54810    R3
     -6.25150         4.33510    R2
     -8.15730        -10.2497    R3
     -5.78290        -9.65310    R2
     -12.3960         7.95300    R3
      5.97440        -9.87000    R2
     -1.18690         1.03500    R1
     -9.05600        -3.61470    R2
     -6.41320        -1.45240    R2
      3.44500         2.26180    R2
     -1.99340         8.42630    R2
      5.37790         12.9664    R3
     -11.8083         6.53010    R3
     -3.28290         7.10960    R2
     -7.01310         4.73160    R2
     -8.84440         2.41860    R2
      6.96280        -13.5231    R3
     -2.46950         9.18070    R2
      5.24150        -6.28280    R2
      6.11980         6.26760    R2
     -10.4914        -12.8829    R3
      10.7479        -8.94560    R3
      10.9356         4.09270    R3
     -8.02510        -12.6650    R3
      8.23430         6.32500    R2
      12.6854         9.75100    R3
     -13.8759        -2.91350    R3
      9.53110         1.81210    R2
      5.36190         12.3988    R3
      2.92970        0.698100    R2
      13.8540         2.21330    R3
     -8.58430        -10.5807    R3
     -4.22920         12.4159    R3
      2.51740         1.19350    R2
     -11.0837         5.63710    R3
      1.39430        -5.24770    R2
      4.41600        -7.54500    R2
      12.7001        -1.38900    R3
     -10.4288        -2.78030    R3
     -6.37930         3.14260    R2
     -11.6081         7.91350    R3
      7.56430         2.97150    R2
    -0.597700        0.469800    R1
     -5.61470        -1.42100    R2
     -10.7173         6.69180    R3
      3.80300        -10.5553    R3
      7.47050        -10.5363    R3
      7.61160         8.59710    R2
      12.3397         9.66530    R3
      7.86710        -4.80550    R2
     -10.5000         8.45050    R3
     -10.0537        -2.56890    R3
     -8.76770        -2.21220    R2
      3.57760         3.79090    R2
      11.7019        -7.16830    R3
     -10.8226         9.59960    R3
      10.8863         6.22920    R3
      4.73540        -11.2497    R3
     -6.17880        -13.1188    R3
      3.46000        0.483700    R2
    -0.520300        -7.10100    R2
     -2.56280         6.09150    R2
    -0.123200        -5.03290    R2
     -4.01950        -9.75560    R2
      12.5904         7.10870    R3
      8.02100        -12.9005    R3
      5.33060       -0.267700    R2
      12.3356        -7.30130    R3
      11.3195         12.2495    R3
      6.54610         8.37500    R2
      3.15860         12.3358    R3
    -0.859400        -8.64700    R2
      3.61180        -8.98940    R2
      11.8315        -7.97080    R3
     -1.15090         11.6804    R3
     0.207300        -5.11930    R2
     -10.5259        -2.05000    R3
      5.05840         6.46710    R2
     -1.26880        -8.74660    R2
     -8.65330         11.4264    R3
     -10.4218        -9.32310    R3
     -5.90220        -5.30280    R2
     -9.36290        -4.94210    R2
     -4.21000        -13.7219    R3
     0.376700         3.79700    R2
     -13.6591         13.0339    R3
      11.3481        -10.9382    R3
      2.14010         8.52200    R2
      8.42230        -3.45450    R2
      8.68010         4.93210    R2
     -9.57020         13.1069    R3
     -11.2635         1.12820    R3
      5.73370         6.52580    R2
      3.13710         1.93390    R2
     -5.86960        -6.51020    R2
      5.99780        -7.77000    R2
    -0.228100        -3.14780    R2
     -3.89120         4.18800    R2
      12.4913        -8.75100    R3
     -8.48970         9.33510    R2
      4.74430         10.8967    R3
      6.51880        -1.78160    R2
     -1.83460         1.15560    R1
      10.1485         3.07570    R3
     -12.3135        -5.63930    R3
     -13.7146        -6.32330    R3
      6.15180         7.63950    R2
     -3.16480         5.11570    R2
      6.76730         10.0077    R3
     -4.15610        -1.83260    R2
     -5.72120        -9.81280    R2
      10.5489         10.1878    R3
     -10.1292         13.6323    R3
      12.7994       -0.986100    R3
      11.5565         13.9306    R3
    -0.854100         6.21350    R2
     -7.43620         10.4129    R3
     -4.25750         8.86540    R2
      13.0560        -13.7021    R3
    -0.256200        -6.84640    R2
     -2.86880        0.432700    R2
     -3.02650         8.71380    R2
     -11.3987         12.2176    R3
      3.02210         2.82030    R2
     -10.3563        -1.23900    R3
      7.95960         4.66640    R2
      10.3950        -3.19040    R3
      7.74320         10.2729    R3
      11.6208        -5.93660    R3
     -7.52010         3.77180    R2
     -12.5845         10.5594    R3
      11.8128        -3.07500    R3
      12.7700         8.91100    R3
      3.01260        -5.69740    R2
      1.42480         4.15150    R2
     -4.38200         11.9734    R3
      6.17750        8.290000E-02R2
     -13.1342         2.00800    R3
      7.60670         1.57500    R2
     -3.44710        -9.62750    R2
     -7.01770         2.58980    R2
    -0.806900         6.16650    R2
     -3.48950         11.3384    R3
     -6.84610         4.83620    R2
     0.946600         12.0242    R3
     -13.4153        -4.44170    R3
      8.48990        -8.59550    R2
      11.5221        -4.98710    R3
      1.01330        0.685600    R1
      1.87940        -11.9147    R3
      4.90040         1.44400    R2
     -5.09160        -12.7101    R3
      1.45990        -4.10950    R2
      6.76050         5.81570    R2
      6.28710         10.6838    R3
     -2.63560        -12.0894    R3
     -5.55870        -9.08480    R2
     -6.71570        -2.32820    R2
     -7.95340         2.15090    R2
     -11.6268        -3.15420    R3
     -4.11700        -5.26110    R2
      2.78120        -8.83810    R2
     0.722600        -4.38660    R2
      4.57920        -12.0738    R3
      5.12440         3.60890    R2
      7.57660         8.77620    R2
      2.66460         5.45550    R2
     -8.92180        -8.41830    R2
     -11.4546        -9.07070    R3
     -6.47160         8.35180    R2
     -10.5460        -5.55810    R3
     -9.56830         7.63950    R2
      4.45200        -4.10040    R2
     -9.87660        -1.57060    R2
     -6.88510        -6.38920    R2
      10.8006        -10.5106    R3
      12.4554         1.80370    R3
      7.69710         2.40710    R2
      7.63050         6.93260    R2
     -13.3501         3.57320    R3
     -9.85690        -9.50580    R2
      8.52530         5.07140    R2
     -8.31060        -11.2675    R3
     -9.88760         13.1860    R3
      8.66520         2.20200    R2
      1.15280        -6.24730    R2
     -3.72820         9.43210    R2
     -8.49210        -9.86270    R2
      12.7753        -9.26180    R3
      13.6113        -1.82330    R3
     -10.7429        -12.6878    R3
     -9.53680        -7.26830    R2
      6.12410        -11.1371    R3
     -3.80420         13.5470    R3
      9.71600        -5.74390    R2
      3.53470         6.30590    R2
      2.19570         11.1246    R3
      12.6331         13.8577    R3
      3.89950         12.9428    R3
      10.8817        -6.67520    R3
     -3.36320         12.2958    R3
     -8.74590        -4.40340    R2
      9.09820         9.62590    R2
     -3.34010        -10.3845    R3
      7.59500         11.2867    R3
     -2.65530        -1.60230    R2
      2.65750        -5.33810    R2
      12.8847         7.43410    R3
      7.24530        -6.74020    R2
     -6.43660        -4.45650    R2
      11.3142        -2.24840    R3
     0.885500        0.567200    R1
     -3.99030         6.61750    R2
     -6.65020         3.93360    R2
      10.3981         13.0459    R3
      7.99620         5.73940    R2
     -2.74460         11.5815    R3
     -8.58700        -2.10970    R2
      5.69110         8.54790    R2
     -10.6271        -4.06780    R3
     0.221700        -12.3074    R3
      7.77690         1.99150    R2
     -7.55060         1.83480    R2
     -11.9619        -5.03180    R3
     -10.3769         10.0956    R3
     -13.6912         13.6108    R3
     -12.9246         10.5904    R3
      1.56380        -4.82890    R2
      7.61060         10.9523    R3
     -12.6594         3.64380    R3
      2.89760        -7.51320    R2
     -13.4305         2.67130    R3
      10.1104         5.16940    R3
     -5.64030         9.25490    R2
      2.18410         11.4129    R3
      8.00330         9.06990    R2
      1.51400        -12.9168    R3
     -8.51130        -2.29600    R2
      2.98470         4.36870    R2
     -3.13070         6.95350    R2
      1.98380         1.19890    R1
     0.363300         4.05440    R2
     -9.91200        -6.82040    R2
      5.70180        0.240700    R2
    -0.160700        -8.32830    R2
      12.6610         9.45930    R3
      1.73050        -12.3579    R3
      11.6092        -9.68380    R3
      10.7876         6.18560    R3
     -4.61890        -12.1059    R3
      1.69960         6.09500    R2
     -3.53510        -4.87590    R2
      11.1602         6.26860    R3
     0.518300         4.91360    R2
     -2.64420        -10.0860    R3
      7.87020         3.58490    R2
      13.2174         13.1531    R3
     -9.43010        -13.8731    R3
      10.2222       -0.866300    R3
      12.2404         8.21280    R3
     -7.01340         2.86770    R2
     -2.20160        -11.8922    R3
      5.62640         11.2765    R3
     -4.88710         13.9002    R3
      8.56110         1.11050    R2
      13.7573        -9.85110    R3
     -5.47930        -6.78300    R2
     -7.39380       -0.822300    R2
     -13.3080         6.05430    R3
      8.18700         2.65710    R2
      9.88590         5.38750    R2
     -8.45840         6.09300    R2
     -8.57480         11.7518    R3
      5.71630        -11.7993    R3
      3.35940        0.911200    R2
      2.77970        -12.2447    R3
     -8.54380        -10.6874    R3
    -0.428400         3.97580    R2
     -8.91270         11.3321    R3
      10.7227        -6.45740    R3
     -4.04060         6.73310    R2
     -9.70570         7.23780    R2
     -9.00120         11.5007    R3
      11.1518        -11.0457    R3
      5.83320         11.0902    R3
     -1.71200        -5.79330    R2
      8.02810        -5.33980    R2
     -5.59250        -2.86430    R2
     -12.9059        -9.63050    R3
      5.25630        -7.56410    R2
    -0.692200        -8.97220    R2
      13.9603        -2.75680    R3
     -6.35940        -12.1416    R3
     -11.9059         13.0272    R3
      5.19890         11.8989    R3
      7.89490        -11.5328    R3
     -4.78700        0.286000    R2
     -7.61820         13.6293    R3
     -11.9894         4.53250    R3
     -9.28670        -2.31220    R2
     -2.75750       -0.613200    R2
      1.95560         9.09380    R2
      11.0291        -10.8722    R3
     -9.29510        -7.78620    R2
     -13.4847        -3.52350    R3
      3.21950         1.35450    R2
     2.290000E-02     2.47440    R1
      1.84360        -5.03180    R2
     -5.29350        -12.9881    R3
      11.0458        0.246300    R3
     -2.56500         6.51780    R2
      4.98180        -8.36500    R2
      2.63520        -7.37610    R2
     -2.16030        -2.52900    R2
      2.37630         4.99860    R2
     -10.0603        -8.96100    R3
      10.6766        -13.6689    R3
      5.57450        -3.65460    R2
     -8.10850        -2.88140    R2
      10.2000        -2.43090    R3
      7.24160         13.2887    R3
     -8.27540        -6.43740    R2
      5.89420        -8.81270    R2
      6.33340         1.77590    R2
     -7.30980        -7.87980    R2
     -4.29590        -5.92020    R2
     -8.81080         1.73400    R2
      13.6486         4.48910    R3
      7.95540         10.9778    R3
      7.45880         13.8635    R3
      13.0932        -5.77120    R3
     -2.52370         1.91230    R2
      5.37250         1.99420    R2
      13.3932        -9.84390    R3
      4.43320        -1.55760    R2
      10.0243         8.22440    R3
    -0.747400        -4.10940    R2
     -12.0468         11.3680    R3
     -8.14380        -3.74450    R2
     -5.97470        -2.73640    R2
     -13.0847         13.6049    R3
      11.2481         10.0013    R3
     -2.58670        -1.49720    R2
      10.9991        0.839500    R3
    -0.525700         6.56650    R2
      13.4977         7.27380    R3
     -10.4799        -13.8131    R3
      7.97210         1.87320    R2
      8.11290        -2.40950    R2
     0.764400        -5.81980    R2
    -0.676000        -5.52850    R2
     -5.04790         9.97030    R2
     -13.0248         10.3493    R3
     -10.9278        -6.98700    R3
      7.49790        -1.56040    R2
      4.11910        0.333500    R2
     -5.21510         1.71380    R2
      1.54610       -0.407800    R1
     -6.06580       -0.344900    R2
      10.4356         4.64980    R3
     -12.0357        -7.40610    R3
     -5.37240         11.4252    R3
      13.1194         13.4595    R3
     -11.2988         4.61550    R3
     -1.21650        -12.1899    R3
     -5.91470         13.4320    R3
     -3.80780        -5.72190    R2
      5.67080         4.57900    R2
     0.987300         3.09770    R2
     -12.9932        -10.8969    R3
     0.325100        -1.35420    R1
     -9.67350         6.02900    R2
      3.97530        -4.34050    R2
      9.28190         12.5148    R3
      4.68890       -0.939600    R2
     -6.77100        -2.97950    R2
      11.5181         5.54790    R3
     -9.68870         3.77500    R2
     -5.51380        -13.1485    R3
     -5.61420        -3.61600    R2
     -11.9736        -1.97480    R3
      4.41150        -1.04240    R2
      8.35280        -8.96390    R2
      10.9433        -4.76890    R3
     -5.65470        -2.00370    R2
     -3.58280        -2.28770    R2
     -2.63990        -3.99810    R2
      7.77560         5.70740    R2
     -1.39760         8.04890    R2
     -8.60150        -9.62450    R2
     -3.19740        -11.8038    R3
     -5.87980         8.91470    R2
      10.9302        -3.79100    R3
      1.70010         8.74390    R2
     -4.53010        -11.5637    R3
      8.42000        -4.52120    R2
      11.7143         2.58090    R3
      4.64740        -13.5995    R3
      10.6825         1.20460    R3
      13.2393         4.50000    R3
      3.07240        -5.77600    R2
      1.86690         7.44420    R2
    -0.237700         11.2396    R3
     -6.20150         10.1548    R3
      9.89920         12.5079    R3
      2.25660        -5.42570    R2
     -3.44990        -13.0393    R3
     -12.5014         10.1940    R3
     0.729900         10.1050    R3
      11.4884         4.19770    R3
     -5.88540        -3.01440    R2
     -10.5739         5.54400    R3
     -10.5541         6.98660    R3
      4.91340        -4.85840    R2
    -0.421800         8.98490    R2
     -9.03900        -5.56240    R2
     -9.82660        -9.71010    R2
     -5.08770         6.50600    R2
      13.1221        -5.25100    R3
     -10.7765        -1.03320    R3
      11.5576         5.52130    R3
     -10.6426         3.75260    R3
     -5.63450        -9.53420    R2
     0.781000         6.34120    R2
     -11.7463        -12.5920    R3
     -8.53690        -3.15900    R2
     -2.63230         9.32030    R2
      10.7927        -9.21530    R3
     -4.30920        -9.34470    R2
     0.547900         7.02880    R2
     -1.33730         4.07720    R2
    -0.400900         4.20200    R2
      12.3225        -4.75450    R3
     0.313400         7.09560    R2
      12.6580        -11.1284    R3
     -13.4896        -2.11910    R3
      11.3995         3.10960    R3
     -8.99690        0.636700    R2
     -3.76440         5.47250    R2
      9.47690        2.720000E-02R2
      12.0301        -3.69180    R3
      7.05540        -5.32510    R2
      5.43410        -7.53420    R2
     -9.84280         7.38330    R2
      9.76010         2.14110    R2
      9.87420         10.9584    R3
      7.89610         3.78920    R2
     -7.94000        -10.4840    R3
     -10.1517         13.1435    R3
      6.36570        -2.57890    R2
     -5.35900        0.142000    R2
      10.1185        -2.51220    R3
      4.95400        -2.63000    R2
      11.2137        -9.43120    R3
     -9.16380        -10.3098    R3
     -12.6997         10.5571    R3
      5.39530        -4.77200    R2
      6.90120        -3.25190    R2
     -11.1167        -11.4525    R3
      4.97130         7.82390    R2
      6.00970         6.68730    R2
     -13.9306        -12.4418    R3
     -1.90190        -5.87280    R2
     -11.6386        -5.76230    R3
      9.13360        -7.98350    R2
     -3.98110       -0.849100    R2
     -9.56500        -9.94610    R2
      11.5533         3.92950    R3
      8.96070        -11.2568    R3
      11.0706        -5.87140    R3
      4.66830         13.0389    R3
      1.98680        -6.52700    R2
      11.6701         5.27400    R3
     -4.03340        -1.73740    R2
     -12.8327        -12.8583    R3
     -3.77780       -0.942600    R2
      8.84960        -10.2653    R3
      8.18470        -13.8359    R3
      5.07720        -7.16520    R2
     -1.50160         7.39330    R2
     0.952700         5.89040    R2
     -10.2076        -1.25790    R3
     -7.53480         8.92170    R2
      11.5524         1.09290    R3
      12.1013        -12.7512    R3
      9.86450         2.37640    R2
     -8.07510        -6.70670    R2
      1.96880        -7.47730    R2
     -2.55690        -6.16940    R2
     -7.57500         4.42120    R2
     -11.3097         7.83460    R3
     -11.5965         9.18330    R3
      6.51160         2.59630    R2
      1.68660        -9.56410    R2
      7.45250       -0.405000    R2
     -5.10770        -11.6046    R3
     -4.30510         8.81990    R2
     -6.36650         1.98230    R2
      7.22620        -8.65690    R2
      5.84970        -4.34930    R2
      2.48800        -11.4534    R3
     -6.78610         7.25480    R2
      8.54200        -1.79130    R2
     -3.10150        -9.29180    R2
      11.0605        -12.6739    R3
     -9.83210        -9.78380    R2
     -5.72150        -6.19110    R2
      10.5790        -10.7048    R3
      6.45610        -9.47030    R2
      5.53620        -13.7992    R3
     -2.02640        -12.6405    R3
      3.31860         5.03350    R2
     -10.4117         7.06150    R3
      13.9099         13.9836    R3
      7.22360        -10.8013    R3
     -1.88400        -10.6569    R3
      7.33810        -6.19770    R2
     -13.8228        -7.43070    R3
     -4.63770         9.97270    R2
      6.42790         8.17920    R2
      3.53590        -3.96870    R2
      7.70290         3.32910    R2
      4.10180        -8.06820    R2
     -3.48010       -0.770800    R2
      1.20040         7.46850    R2
     -1.90500        0.544300    R1
     -11.4268        -5.17180    R3
     0.167400         9.00280    R2
     -13.6180         3.74140    R3
      1.19930        -5.12830    R2
     -11.1940         4.39530    R3
     -13.5458        -7.63800    R3
     -7.89930         13.1511    R3
     -5.20250       -0.457100    R2
      3.08230        -7.27580    R2
      6.13410         8.27530    R2
     -12.4692        -4.63060    R3
     0.157800         8.27410    R2
     -7.70440         4.58620    R2
      7.25570        -7.55330    R2
    -8.790000E-02     5.79750    R2
     -4.88110        -2.08000    R2
      10.2597        -13.9693    R3
     -4.68440        -3.01840    R2
     0.257800         8.62700    R2
     -4.32430        -3.68380    R2
     -10.0646         5.86090    R3
      5.94320        -6.06530    R2
     -6.18570         6.12790    R2
      12.6615        -13.7199    R3
     -9.93280         7.53040    R2
      1.96050         9.53120    R2
      2.31590         9.83740    R2
     -13.5338        -2.62230    R3
      2.10930        -13.2769    R3
     -2.83890        -9.65380    R2
     -1.99410         3.73240    R2
      13.0486        -3.77640    R3
      2.42940         6.87650    R2
     -12.4036         13.4001    R3
      1.11400         11.7404    R3
     -13.0066         5.82900    R3
     -9.21870        -1.79510    R2
     -1.79860        0.982200    R1
    -0.272800         8.99440    R2
     -11.0340        -6.87330    R3
      6.08970         7.35750    R2
     -11.3988         5.20200    R3
     0.862800        -3.61130    R2
      9.28750        -12.9304    R3
      1.84810         7.90660    R2
     -13.9833        -13.1447    R3
      10.0289        -13.7568    R3
     -6.66950        -13.2578    R3
     -6.91640         5.66020    R2
     -8.27620         8.28140    R2
      9.19850         1.69110    R2
    -0.842700         10.5318    R3
      5.28330        -7.28490    R2
     -7.94430        -5.74960    R2
     -11.0197        -11.7640    R3
      5.17680         9.13750    R2
     -5.72260        -4.80740    R2
     -8.63040        -12.5949    R3
     -9.28400         3.66330    R2
      12.0217         4.75590    R3
     -7.29750        -9.89610    R2
     -2.55070        -12.5567    R3
    -0.888000        -9.44530    R2
      2.35850        -5.39800    R2
     -6.09120        -5.26090    R2
     -3.58830         4.68180    R2
     -9.92750        -8.63270    R2
      11.3059        -4.09990    R3
     -5.16110         5.52200    R2
      3.42150        -1.07060    R2
     -11.0790         5.92980    R3
      1.47500        -12.7808    R3
     -1.41490        -4.92070    R2
     -3.42740        -3.88620    R2
      12.9586         11.7868    R3
      3.75180        -13.3494    R3
    -0.430000        -9.62760    R2
     -3.87130         7.19790    R2
      7.72740        -13.1427    R3
      13.3688        -12.3247    R3
